Reason_ID,Vehicle_ID,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Speed_limit,Accident_Date,Pedestrian_Crossing-Human_Control,Accident_Severity
86226,1997,Other,Daylight: Street light present,Dry,30,9/26/2020,None within 50 metres,3
97164,1998,Fine without high winds,Daylight: Street light present,Dry,30,9/26/2020,None within 50 metres,3
17174,1999,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/26/2020,None within 50 metres,3
2981,2000,Fine without high winds,Daylight: Street light present,Dry,30,9/26/2020,None within 50 metres,3
56007,2001,Fine without high winds,Daylight: Street light present,Dry,30,9/26/2020,None within 50 metres,3
30434,2002,Fine without high winds,Daylight: Street light present,Dry,30,9/27/2020,None within 50 metres,3
68109,2003,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/27/2020,None within 50 metres,3
72887,2004,Fine without high winds,Daylight: Street light present,Dry,30,9/27/2020,None within 50 metres,3
72940,2005,Fine without high winds,Daylight: Street light present,Dry,30,9/27/2020,None within 50 metres,3
4384,2006,Fine without high winds,Daylight: Street light present,Dry,30,9/27/2020,None within 50 metres,3
81658,2007,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/27/2020,None within 50 metres,3
87180,2008,Fine without high winds,Daylight: Street light present,Dry,30,9/28/2020,None within 50 metres,3
79868,2009,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/28/2020,None within 50 metres,3
81239,2010,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/28/2020,None within 50 metres,3
33528,2011,Fine without high winds,Daylight: Street light present,Dry,30,9/28/2020,None within 50 metres,3
71189,2012,Fine without high winds,Daylight: Street light present,Dry,30,9/28/2020,None within 50 metres,3
121155,2013,Fine without high winds,Daylight: Street light present,Dry,30,9/28/2020,None within 50 metres,3
51822,2014,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/28/2020,None within 50 metres,3
45291,2015,Raining without high winds,Daylight: Street light present,Wet/Damp,30,9/29/2020,None within 50 metres,3
31623,2016,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/29/2020,None within 50 metres,3
109823,2017,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/29/2020,None within 50 metres,3
42949,2018,Fine without high winds,Daylight: Street light present,Dry,30,9/29/2020,None within 50 metres,3
118663,2019,Fine without high winds,Daylight: Street light present,Dry,30,9/29/2020,None within 50 metres,3
88839,2020,Fine without high winds,Daylight: Street light present,Dry,50,9/29/2020,None within 50 metres,3
122697,2021,Fine without high winds,Daylight: Street light present,Dry,30,9/29/2020,None within 50 metres,3
37455,2022,Fine with high winds,Darkness: Street lights present and lit,Dry,30,9/29/2020,None within 50 metres,3
12805,2023,Fine without high winds,Daylight: Street light present,Dry,30,9/29/2020,None within 50 metres,3
8581,2024,Fine without high winds,Daylight: Street light present,Dry,30,9/29/2020,None within 50 metres,3
96110,2025,Fine without high winds,Daylight: Street light present,Dry,30,9/29/2020,None within 50 metres,3
30791,2026,Fine without high winds,Daylight: Street light present,Dry,30,9/29/2020,None within 50 metres,3
6417,2027,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/30/2020,None within 50 metres,3
110242,2028,Fine without high winds,Daylight: Street light present,Dry,30,9/30/2020,None within 50 metres,3
79344,2029,Fine without high winds,Darkness: Street lights present and lit,Dry,30,9/30/2020,None within 50 metres,3
4122,2030,Fine without high winds,Daylight: Street light present,Dry,30,9/30/2020,None within 50 metres,3
10909,2031,Fine without high winds,Daylight: Street light present,Dry,30,9/30/2020,None within 50 metres,3
5503,2032,Fine without high winds,Daylight: Street light present,Dry,30,9/30/2020,None within 50 metres,3
112537,2033,Fine without high winds,Daylight: Street light present,Dry,30,9/30/2020,None within 50 metres,3
71794,2034,Fine without high winds,Daylight: Street light present,Dry,30,9/30/2020,None within 50 metres,3
97690,2035,Fine without high winds,Daylight: Street light present,Dry,30,9/30/2020,None within 50 metres,3
67068,2036,Raining without high winds,Daylight: Street light present,Wet/Damp,30,10/1/2020,None within 50 metres,3
42309,2037,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/1/2020,None within 50 metres,3
29199,2038,Raining without high winds,Daylight: Street light present,Wet/Damp,30,10/1/2020,None within 50 metres,3
65770,2039,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/1/2020,None within 50 metres,3
87499,2040,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/1/2020,None within 50 metres,3
118654,2041,Fine without high winds,Daylight: Street light present,Dry,30,10/1/2020,None within 50 metres,3
106086,2042,Fine without high winds,Darkness: Street lights present but unlit,Dry,30,10/1/2020,None within 50 metres,3
41821,2043,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/1/2020,None within 50 metres,3
26073,2044,Fine without high winds,Daylight: Street light present,Dry,30,10/1/2020,None within 50 metres,3
111139,2045,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/1/2020,None within 50 metres,3
44805,2046,Fine without high winds,Daylight: Street light present,Dry,30,10/2/2020,None within 50 metres,3
129129,2047,Fine without high winds,Daylight: Street light present,Dry,30,10/2/2020,None within 50 metres,3
85849,2048,Fine without high winds,Daylight: Street light present,Dry,30,10/2/2020,None within 50 metres,3
113737,2049,Fine without high winds,Daylight: Street light present,Dry,30,10/2/2020,None within 50 metres,2
70440,2050,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/2/2020,None within 50 metres,3
26661,2051,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,10/2/2020,None within 50 metres,2
114052,2052,Fine without high winds,Daylight: Street light present,Dry,30,10/2/2020,None within 50 metres,3
43542,2053,Fine without high winds,Daylight: Street light present,Dry,30,10/3/2020,None within 50 metres,3
74646,2054,Fine without high winds,Daylight: Street light present,Dry,30,10/3/2020,None within 50 metres,3
27341,2055,Fine without high winds,Daylight: Street light present,Dry,30,10/3/2020,None within 50 metres,3
105035,2056,Fine without high winds,Daylight: Street light present,Dry,30,10/3/2020,None within 50 metres,3
21799,2057,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/3/2020,None within 50 metres,3
23454,2058,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/3/2020,None within 50 metres,3
84381,2059,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/3/2020,None within 50 metres,2
1603,2060,Fine without high winds,Daylight: Street light present,Wet/Damp,30,10/4/2020,None within 50 metres,3
86323,2061,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/4/2020,None within 50 metres,2
116965,2062,Fine without high winds,Daylight: Street light present,Dry,30,10/4/2020,None within 50 metres,3
37636,2063,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,40,10/4/2020,None within 50 metres,3
17855,2064,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/4/2020,None within 50 metres,3
95169,2065,Fine without high winds,Daylight: Street light present,Dry,30,10/4/2020,None within 50 metres,3
30115,2066,Fine without high winds,Daylight: Street light present,Dry,30,10/4/2020,None within 50 metres,3
114820,2067,Fine without high winds,Daylight: Street light present,Dry,30,10/4/2020,None within 50 metres,3
105567,2068,Fine without high winds,Daylight: Street light present,Dry,30,10/4/2020,None within 50 metres,3
17915,2069,Fine without high winds,Daylight: Street light present,Dry,30,10/5/2020,None within 50 metres,3
23116,2070,Fine without high winds,Daylight: Street light present,Dry,30,10/5/2020,None within 50 metres,3
49234,2071,Fine without high winds,Daylight: Street light present,Dry,30,10/5/2020,None within 50 metres,2
75590,2072,Raining without high winds,Daylight: Street light present,Wet/Damp,30,10/5/2020,None within 50 metres,3
54943,2073,Fine without high winds,Daylight: Street light present,Dry,30,10/5/2020,None within 50 metres,3
27446,2074,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/5/2020,None within 50 metres,3
62243,2075,Fine without high winds,Daylight: Street light present,Dry,30,10/5/2020,None within 50 metres,3
91443,2076,Fine without high winds,Daylight: Street light present,Dry,30,10/6/2020,None within 50 metres,3
28672,2077,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,10/6/2020,None within 50 metres,3
101809,2078,Fine without high winds,Daylight: Street light present,Dry,30,10/6/2020,None within 50 metres,3
68631,2079,Fine without high winds,Daylight: Street light present,Dry,30,10/6/2020,None within 50 metres,3
93224,2080,Unknown,Daylight: Street light present,Dry,30,10/6/2020,None within 50 metres,3
56970,2081,Fine without high winds,Daylight: Street light present,Dry,30,10/6/2020,None within 50 metres,3
29922,2082,Fine without high winds,Daylight: Street light present,Dry,30,10/6/2020,None within 50 metres,3
110649,2083,Raining without high winds,Daylight: Street light present,Wet/Damp,30,10/6/2020,None within 50 metres,3
58263,2084,Fine without high winds,Darkness: Street lights present and lit,Dry,40,10/6/2020,None within 50 metres,3
72836,2085,Fine without high winds,Daylight: Street light present,Dry,30,10/7/2020,None within 50 metres,3
64404,2086,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/7/2020,None within 50 metres,3
108357,2087,Fine without high winds,Daylight: Street light present,Dry,30,10/7/2020,None within 50 metres,3
32305,2088,Fine without high winds,Daylight: Street light present,Dry,30,10/8/2020,None within 50 metres,3
98747,2089,Fine without high winds,Daylight: Street light present,Dry,30,10/8/2020,None within 50 metres,3
99409,2090,Fine without high winds,Daylight: Street light present,Dry,30,10/8/2020,None within 50 metres,3
30382,2091,Fine without high winds,Daylight: Street light present,Dry,30,10/8/2020,None within 50 metres,2
14836,2092,Other,Daylight: Street light present,Wet/Damp,30,10/8/2020,None within 50 metres,3
98087,2093,Fine without high winds,Daylight: Street light present,Dry,30,10/8/2020,None within 50 metres,3
91967,2094,Fine without high winds,Daylight: Street light present,Dry,30,10/9/2020,None within 50 metres,3
14032,2095,Fine without high winds,Daylight: Street light present,Dry,30,10/9/2020,None within 50 metres,3
105394,2096,Fine without high winds,Daylight: Street light present,Dry,30,10/9/2020,None within 50 metres,3
114025,2097,Fine without high winds,Daylight: Street light present,Dry,30,10/9/2020,None within 50 metres,2
15387,2098,Fine without high winds,Daylight: Street light present,Dry,30,10/9/2020,None within 50 metres,3
70553,2099,Fine without high winds,Daylight: Street light present,Dry,30,10/9/2020,None within 50 metres,3
46968,2100,Fine without high winds,Daylight: Street light present,Dry,20,10/10/2020,None within 50 metres,3
100345,2101,Fine without high winds,Daylight: Street light present,Dry,30,10/10/2020,None within 50 metres,3
77495,2102,Fine without high winds,Daylight: Street light present,Dry,30,10/10/2020,None within 50 metres,3
47211,2103,Fine without high winds,Daylight: Street light present,Dry,30,10/10/2020,None within 50 metres,3
27076,2104,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/10/2020,None within 50 metres,3
110801,2105,Raining without high winds,Daylight: Street light present,Wet/Damp,30,10/10/2020,None within 50 metres,3
37945,2106,Fine without high winds,Daylight: Street light present,Dry,30,10/10/2020,None within 50 metres,3
115666,2107,Fine without high winds,Daylight: Street light present,Wet/Damp,30,10/10/2020,None within 50 metres,3
22192,2108,Fine without high winds,Daylight: Street light present,Dry,30,10/10/2020,None within 50 metres,3
116374,2109,Fine without high winds,Daylight: Street light present,Dry,30,10/10/2020,None within 50 metres,3
59621,2110,Raining without high winds,Daylight: Street light present,Wet/Damp,30,10/10/2020,None within 50 metres,3
66213,2111,Raining without high winds,Daylight: Street light present,Wet/Damp,30,10/10/2020,None within 50 metres,3
50455,2112,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/11/2020,None within 50 metres,3
109267,2113,Fine without high winds,Darkness: Street lights present and lit,Dry,30,10/11/2020,None within 50 metres,3
49345,2114,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,10/11/2020,None within 50 metres,2
78910,2115,Fine without high winds,Daylight: Street light present,Dry,30,10/11/2020,None within 50 metres,3
